cresta_zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
36,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.75,0.5,0.5,0.25,0.25,0.5,0.75,0.75,1.0,0.75,0.0,0.75,0.5,1.0,0.75,0.75,0.5,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.75,0.75,0.5,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.25,0.75,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.25,0.5,0.5,0.25,0.75,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.75,0.5,1.0,0.25,0.5,0.5,0.5,0.5,0.75,1.0,0.75,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.5
37,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.75,0.25,0.25,0.25,0.5,0.5,0.75,0.75,0.75,0.5,0.0,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.5,0.25,0.5,0.25,0.5,0.25,0.75,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.75,1.0,0.5,0.5,0.25,1.0,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.25,0.75,0.75,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.75,0.5,0.75,0.75,1.0,0.5,0.25,0.25,0.25,0.5,0.75,1.0,0.75,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.75
38,1.0,0.5,0.75,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.75,0.75,1.0,0.25,1.0,0.5,0.5,0.75,0.75,0.25,0.75,0.25,0.75,0.75,1.0,1.0,0.5,0.5,0.25,1.0,0.75,0.75,0.75,0.75,0.25,0.75,0.5,1.0,1.0,0.75,0.5,1.0,1.0,0.25,0.5,0.75,0.75,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.75,0.25,0.5,0.25,0.25,1.0,0.75,0.75,0.5,0.75,0.75,1.0,0.75,1.0,0.5,1.0,1.0,0.5,0.25,0.5,0.5,0.5,0.25,0.75,0.75,0.75,1.0,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5
39,1.0,0.25,0.75,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.25,0.25,0.75,0.5,0.5,0.75,0.75,0.0,1.0,0.25,0.75,0.5,1.0,0.75,0.25,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.25,0.75,0.5,1.0,1.0,0.5,0.5,1.0,0.75,0.25,0.5,0.75,0.5,0.75,0.25,0.25,0.5,0.75,0.25,0.75,0.5,0.25,0.5,0.75,0.25,0.25,0.25,0.0,0.75,0.5,0.5,0.5,0.75,0.75,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.25,0.5,0.25,0.5,0.25,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.75,0.5,1.0,0.5,0.5,0.5,0.5,0.5
40,0.5,0.25,0.5,0.5,0.75,0.5,0.5,0.25,0.5,0.25,0.75,0.75,0.5,0.0,0.75,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.75,0.5,0.75,0.25,0.25,0.0,0.75,0.75,0.75,0.75,0.75,0.25,0.5,0.5,0.75,0.5,1.0,0.25,0.5,0.5,0.25,0.25,0.75,1.0,0.5,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.0,0.25,0.25,0.0,0.5,1.0,0.75,0.5,0.5,0.5,0.75,0.25,0.5,0.25,0.75,0.75,0.25,0.0,0.25,0.25,0.5,0.25,0.75,0.75,0.5,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
41,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.75,0.25,0.25,0.25,0.5,0.5,0.5,0.75,1.0,0.5,0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.75,1.0,0.5,0.5,0.25,0.25,0.5,0.25,0.75,0.75,1.0,0.5,0.5,0.25,1.0,0.5,0.5,0.75,1.0,0.5,0.5,0.25,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.25,0.75,0.75,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.75,0.5,1.0,0.75,0.75,0.5,0.25,0.25,0.25,0.5,0.75,0.75,0.5,0.75,1.0,0.5,1.0,0.75,0.75,0.75,0.75
42,1.0,0.25,1.0,0.75,1.0,0.75,1.0,0.25,0.5,0.5,0.75,0.75,0.75,0.25,0.75,0.5,0.5,0.75,0.75,0.25,0.75,0.25,0.75,0.75,0.75,1.0,0.25,0.5,0.25,1.0,0.75,0.75,0.5,0.75,0.25,0.75,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.25,0.5,0.75,0.75,1.0,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.75,0.25,0.25,0.25,0.25,1.0,0.75,0.75,0.5,0.5,0.75,1.0,0.75,1.0,0.5,1.0,1.0,0.5,0.25,0.5,0.5,0.5,0.25,0.75,0.75,0.75,1.0,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5
43,1.0,0.25,0.75,0.75,1.0,0.75,1.0,0.25,0.5,0.5,0.75,1.0,0.75,0.0,1.0,0.5,0.5,0.5,0.75,0.25,0.75,0.25,0.75,0.75,0.75,1.0,0.25,0.25,0.0,1.0,0.75,0.75,0.5,0.75,0.0,0.5,0.5,1.0,0.75,0.5,0.5,1.0,1.0,0.25,0.5,0.75,0.75,1.0,0.25,0.0,0.25,0.5,0.25,0.5,0.5,0.0,0.5,0.75,0.0,0.25,0.25,0.0,0.75,0.5,0.75,0.5,0.5,0.75,1.0,0.75,0.75,0.25,0.75,0.75,0.25,0.0,0.25,0.25,0.5,0.25,0.75,0.75,0.75,1.0,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25
44,0.25,0.5,0.5,0.0,0.25,0.25,0.25,0.25,0.0,0.5,0.0,0.25,0.25,0.75,0.25,0.5,0.75,0.5,0.25,0.0,0.5,0.75,0.5,0.25,0.25,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.5,0.25,1.0,0.5,0.75,0.25,0.25,0.25,0.75,0.25,0.25,1.0,0.5,0.25,0.25,0.25,1.0,0.75,0.5,0.5,1.0,0.25,0.5,1.0,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.5,0.25,1.0,0.25,0.25,0.75,0.5,0.5,0.75,0.75,0.5,0.25,0.25,0.25,0.25,1.0,0.75,0.5,0.25,0.5,0.25,0.5,0.75,0.5,0.5,0.5
45,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0.75,0.25,1.0,0.25,0.25,0.25,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.75,1.0,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.75,1.0,0.5,0.5,0.25,1.0,0.5,0.5,0.5,1.0,0.5,0.25,0.25,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.75,0.75,0.25,0.5,0.25,0.25,0.25,0.75,0.5,0.5,0.75,0.5,0.75,0.5,0.5,1.0,0.5,1.0,0.75,0.75,0.5,0.25,0.25,0.25,0.25,0.5,0.75,0.5,0.75,1.0,0.5,1.0,1.0,0.75,1.0,0.75
46,0.75,0.25,0.75,0.75,0.75,0.5,1.0,0.25,0.75,0.5,0.75,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,0.25,0.5,0.0,0.75,1.0,0.5,1.0,0.25,0.25,0.0,1.0,0.75,1.0,0.75,0.75,0.0,0.5,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.25,0.5,1.0,1.0,1.0,0.25,0.0,0.25,0.5,0.25,0.5,0.5,0.0,0.5,0.5,0.25,0.25,0.25,0.0,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.25,0.75,0.75,0.25,0.0,0.25,0.25,0.5,0.25,1.0,1.0,0.5,0.75,0.25,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25
47,0.75,0.25,0.5,0.75,0.75,0.5,0.75,0.25,0.5,0.5,0.75,0.75,0.5,0.25,0.75,0.75,0.5,0.5,0.75,0.25,0.5,0.25,0.75,1.0,0.5,0.75,0.25,0.25,0.0,1.0,0.75,1.0,1.0,0.75,0.25,0.5,0.5,0.75,0.5,1.0,0.5,0.75,0.75,0.25,0.25,1.0,1.0,0.75,0.25,0.0,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.0,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.25,0.75,0.75,0.25,0.0,0.25,0.25,0.5,0.25,0.75,1.0,0.5,0.75,0.25,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25
48,0.75,0.25,0.5,0.75,0.75,0.5,1.0,0.25,0.5,0.25,0.75,1.0,0.75,0.0,1.0,0.5,0.25,0.5,0.75,0.0,0.5,0.0,0.5,0.75,0.5,1.0,0.0,0.25,0.0,1.0,0.75,0.75,0.5,0.75,0.0,0.5,0.25,0.75,0.75,0.5,0.25,1.0,1.0,0.25,0.25,1.0,0.75,1.0,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.25,0.5,0.0,0.25,0.0,0.0,0.75,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.25,0.75,0.75,0.25,0.0,0.25,0.25,0.25,0.0,1.0,0.75,0.5,0.75,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.25,0.25
49,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.0,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.75,0.75,0.25,0.0,0.5,0.75,0.5,0.5,0.25,0.25,0.75,0.75,0.5,0.25,0.25,0.25,0.5,0.25,0.75,0.75,1.0,0.5,0.25,0.25,0.75,0.5,0.25,1.0,0.75,0.25,0.25,0.25,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.75,0.5,0.75,0.75,0.75,0.5,0.25,0.25,0.25,0.25,1.0,0.75,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75
50,0.25,0.75,0.25,0.0,0.25,0.25,0.0,0.5,0.0,0.5,0.0,0.0,0.25,1.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,1.0,0.25,0.25,0.25,0.0,1.0,0.75,0.75,0.0,0.25,0.0,0.25,0.25,1.0,0.25,0.5,0.25,0.25,0.0,0.5,0.25,0.0,0.75,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.25,0.75,0.5,0.5,0.75,0.5,0.25,0.5,0.75,1.0,0.75,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.75,1.0,0.5,0.75,0.25,0.75,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.75
51,0.5,1.0,0.5,0.25,0.5,0.25,0.25,1.0,0.25,1.0,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.75,0.5,0.0,0.75,0.5,0.5,0.25,0.5,0.5,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.5,0.5,0.25,0.75,0.5,0.25,0.5,0.75,0.25,0.25,0.25,0.5,0.5,1.0,0.75,0.75,1.0,1.0,0.5,1.0,0.75,0.75,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.5,1.0,0.5,1.0,0.75,0.5,0.75,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.75,0.75,0.5,1.0,1.0,1.0,1.0,1.0
52,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.75,0.25,1.0,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.75,0.5,0.0,1.0,0.25,0.5,0.25,0.75,0.5,0.5,0.75,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.25,0.75,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.5,0.25,0.75,1.0,0.5,1.0,1.0,0.25,1.0,0.75,0.25,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.75,0.75,0.5,1.0,0.75,0.5,0.5,0.5,0.75,0.25,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.5
53,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0.5,0.0,0.5,0.25,0.25,0.25,1.0,0.25,0.5,0.5,0.5,0.25,0.0,0.5,0.75,0.5,0.25,0.5,0.25,1.0,1.0,0.75,0.25,0.25,0.25,0.25,0.25,1.0,0.5,0.75,0.5,0.25,0.25,0.75,0.25,0.25,1.0,0.75,0.25,0.25,0.25,1.0,0.75,0.75,0.5,1.0,0.5,0.5,0.75,0.5,0.5,0.5,0.75,1.0,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.5,1.0,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.75,0.5,0.5,0.5,0.5,0.25,0.75,0.75,0.75,0.75,0.75
54,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.75,0.25,0.75,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.75,0.5,0.0,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.25,0.75,0.5,0.5,0.25,0.75,0.5,0.5,0.25,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.25,1.0,0.75,0.5,1.0,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.25,0.5,0.5,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75
55,0.5,0.75,0.5,0.25,0.25,0.25,0.5,0.75,0.25,1.0,0.25,0.25,0.0,0.5,0.25,0.25,0.25,0.75,0.5,0.0,0.75,0.5,0.5,0.25,0.75,0.5,0.5,0.75,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.75,0.25,0.5,0.5,0.75,0.5,0.25,0.25,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.75,0.5,0.75,0.5,0.5,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.75,0.5,0.5,0.25,0.5,0.75,0.5,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.5,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75
56,0.25,0.5,0.25,0.0,0.25,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.75,0.0,0.25,0.5,0.5,0.25,0.0,0.25,1.0,0.25,0.25,0.25,0.25,0.75,0.5,1.0,0.25,0.25,0.0,0.25,0.25,1.0,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.0,1.0,0.5,0.0,0.25,0.0,0.75,0.75,0.5,0.25,0.75,0.25,0.25,1.0,0.25,0.25,0.5,0.5,0.75,0.5,0.25,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.25,0.5,0.75,0.5,0.5,0.5,0.5,0.0,0.0,0.25,0.25,0.75,0.5,0.25,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5
57,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.75,0.25,0.75,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.0,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.75,0.5,0.5,0.25,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.25,1.0,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.25,0.25,1.0,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.5,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75
58,0.75,0.5,1.0,0.5,0.75,0.5,0.75,0.5,0.25,0.75,0.5,0.5,0.25,0.25,0.5,0.5,0.5,1.0,0.75,0.0,1.0,0.25,0.75,0.5,0.75,0.75,0.5,0.75,0.25,0.75,0.5,0.5,0.5,0.5,0.5,1.0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.25,0.75,0.75,0.5,0.75,0.75,0.25,0.75,1.0,0.25,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.25,0.75,0.5,0.75,0.25,0.5,0.5,0.5,0.75,0.5,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.5
59,0.25,0.75,0.25,0.0,0.0,0.25,0.0,0.75,0.0,0.5,0.0,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.0,0.75,0.5,0.5,0.0,0.25,0.0,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.5,0.5,0.25,0.25,0.0,0.5,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.25,1.0,0.75,0.5,1.0,0.25,0.0,0.0,0.0,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.75,0.75,0.5,0.75,0.25,1.0,0.0,0.25,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.75,0.75
60,0.5,1.0,0.5,0.25,0.25,0.25,0.25,0.75,0.25,0.75,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.5,0.25,0.0,0.5,0.75,0.5,0.25,0.5,0.25,1.0,1.0,0.5,0.25,0.25,0.25,0.25,0.25,0.75,0.5,0.75,0.5,0.25,0.25,0.75,0.25,0.25,0.5,0.75,0.25,0.25,0.25,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.75,0.5,0.75,1.0,0.75,0.75,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.5,1.0,0.75,1.0,1.0,0.5,1.0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.25,1.0,1.0,1.0,1.0,1.0
61,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.75,0.0,0.5,0.25,0.25,0.25,1.0,0.25,0.25,0.5,0.5,0.25,0.0,0.5,0.75,0.25,0.25,0.5,0.25,1.0,1.0,0.75,0.25,0.25,0.25,0.25,0.25,1.0,0.5,0.75,0.25,0.25,0.25,0.75,0.25,0.25,0.75,0.75,0.25,0.25,0.0,0.75,1.0,0.75,0.5,1.0,0.5,0.5,0.75,0.5,0.5,0.5,0.75,1.0,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.25,1.0,0.25,0.5,0.75,1.0,0.75,1.0,0.5,0.75,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.75,0.75,0.75,0.75,1.0
62,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.75,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.75,0.5,0.5,0.0,0.25,0.0,0.25,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,1.0,0.75,0.5,1.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.75,0.5,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5
63,1.0,0.25,1.0,0.75,0.75,0.75,0.75,0.25,0.5,0.5,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0.75,1.0,0.25,0.75,0.25,1.0,0.75,0.75,0.75,0.25,0.5,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0.75,0.5,1.0,0.75,0.5,0.5,1.0,0.75,0.25,0.5,0.75,0.75,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.5,0.75,0.25,0.5,0.5,0.25,1.0,0.75,0.5,0.5,0.5,0.75,1.0,0.75,1.0,0.5,1.0,1.0,0.5,0.25,0.5,0.5,0.75,0.25,0.75,0.75,0.75,0.75,0.5,0.75,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
64,0.75,0.25,0.5,0.5,0.75,0.5,0.5,0.25,1.0,0.25,0.75,0.75,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.75,0.5,0.75,0.25,0.25,0.25,0.75,1.0,1.0,0.75,0.75,0.25,0.5,0.5,0.75,0.5,1.0,0.25,0.75,0.5,0.25,0.25,0.75,0.75,0.5,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.0,0.75,1.0,1.0,0.75,0.5,0.5,0.75,0.25,0.5,0.25,0.75,0.75,0.25,0.0,0.25,0.25,0.5,0.25,0.75,0.75,0.5,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25
65,0.75,0.25,0.5,0.5,0.75,0.5,0.75,0.25,1.0,0.25,0.75,0.75,0.5,0.0,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.0,0.5,0.5,0.5,0.75,0.25,0.25,0.0,0.75,1.0,1.0,0.5,0.75,0.0,0.5,0.25,0.75,0.5,0.75,0.25,0.75,0.75,0.0,0.25,0.75,0.75,0.5,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.5,0.0,0.25,0.25,0.0,0.5,1.0,1.0,0.75,0.5,0.5,0.5,0.5,0.5,0.25,0.75,0.75,0.25,0.0,0.25,0.25,0.25,0.25,0.75,1.0,0.5,0.75,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25
66,0.5,0.25,0.5,0.75,0.75,0.5,0.75,0.25,1.0,0.25,1.0,0.75,0.75,0.0,0.5,0.25,0.25,0.25,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.75,0.25,0.25,0.0,0.75,0.75,0.75,0.25,0.75,0.0,0.25,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.0,0.25,0.75,0.5,0.5,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.5,0.0,0.25,0.25,0.0,0.5,0.75,0.75,1.0,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.0,0.0,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.0,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25
67,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.75,0.25,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.75,0.75,0.5,0.5,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.25,0.75,0.75,0.5,1.0,0.75,0.25,1.0,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.75,0.5,0.75,0.75,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.5,1.0,0.75,1.0,0.5,0.5,0.5,0.5,0.5
68,0.75,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.0,0.75,0.25,0.5,0.5,1.0,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.75,0.75,0.5,0.5,0.75,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.75,0.75,0.5,0.75,0.75,0.25,0.75,0.75,0.25,0.5,0.5,0.25,0.75,0.5,0.5,0.5,1.0,1.0,0.75,1.0,0.75,0.5,0.75,0.75,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.25,0.5,0.5,1.0,0.75,1.0,0.5,0.5,0.5,0.5,0.5
69,1.0,0.25,1.0,0.75,1.0,0.75,1.0,0.25,0.5,0.5,0.75,0.75,0.75,0.25,0.75,0.5,0.5,0.75,0.75,0.25,1.0,0.25,0.75,0.75,0.75,1.0,0.25,0.5,0.25,0.75,0.75,0.75,0.5,0.75,0.25,0.75,0.5,1.0,1.0,0.75,0.5,1.0,1.0,0.25,0.5,0.75,0.75,0.75,0.5,0.25,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.75,0.25,0.25,0.25,0.25,1.0,0.75,0.5,0.5,0.5,0.75,1.0,0.75,1.0,0.5,1.0,1.0,0.5,0.25,0.5,0.5,0.5,0.25,0.75,0.75,0.75,1.0,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.5
70,0.75,0.5,0.75,0.5,0.5,0.25,0.75,0.5,0.5,0.75,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.75,0.5,0.0,1.0,0.25,0.5,0.5,1.0,0.75,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.5,0.75,1.0,0.25,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.25,0.75,1.0,0.5,1.0,0.75,0.25,0.75,0.75,0.25,0.5,0.5,0.25,0.75,0.25,0.5,0.5,1.0,1.0,0.75,1.0,0.75,0.5,0.75,0.75,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1.0,0.75,1.0,0.5,0.5,0.5,0.5,0.5
71,1.0,0.5,1.0,0.75,0.75,0.5,0.75,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.75,0.5,0.5,0.75,0.75,0.25,1.0,0.25,0.75,0.5,1.0,0.75,0.25,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.25,0.75,0.5,1.0,1.0,0.5,0.5,1.0,0.75,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.75,0.25,0.5,0.25,0.25,1.0,0.5,0.5,0.5,0.75,0.75,1.0,0.75,1.0,0.5,1.0,1.0,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0.5
